Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Length,Sequence_Type,Nuc_Completeness,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
MT453508,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1049,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-27
MT453509,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1053,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-25
MT453510,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1054,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-23
MT453511,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1056,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-26
MT453512,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1060,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-23
MT453513,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1064,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-26
MT453514,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1065,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-22
MT453515,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1066,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-25
MT453516,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1068,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-22
MT453517,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1076,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-21
MT453518,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1077,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-26
MT453519,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1078,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-23
MT453520,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1081,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-25
MT453521,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1082,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-25
MT453522,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1083,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-25
MT453523,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1084,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-25
MT453524,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1086,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-23
MT453525,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1089,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-22
MT453526,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1093,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-25
MT453527,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1098,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-26
MT453528,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1099,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-25
MT453529,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1100,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-22
MT453530,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1103,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-23
MT453531,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1109,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-22
MT453532,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1114,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-23
MT453533,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1115,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-23
MT453534,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1118,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-23
MT453535,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1121,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-23
MT453536,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1124,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-25
MT453537,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1127,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-26
MT453538,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1128,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-23
MT453539,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1135,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-04-26
MT453540,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1848,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-07-15
MT453541,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1850,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-07-14
MT453542,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1851,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-07-16
MT453543,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1854,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-07-15
MT453544,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1865,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-07-15
MT453545,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1869,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-07-16
MT453546,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1871,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-07-16
MT453547,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1876,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-07-15
MT453548,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1886,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-07-15
MT453549,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1887,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-07-15
MT453550,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1919,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-07-16
MT453551,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1928,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-07-16
MT453552,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_1935,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: Baden-Wuerttemberg,Germany,,Myodes glareolus,lung,2010-07-14
MT453553,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_2001,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,2010-07-06
MT453554,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_2010,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,2010-07-09
MT453555,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_2020,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,2010-07-06
MT453556,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_2022,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,2010-07-07
MT453557,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_2025,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,2010-07-06
MT453558,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_2028,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,2010-07-09
MT453559,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_2030,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,2010-07-06
MT453560,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_2036,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,2010-04-21
MT453561,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_2038,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,2010-04-23
MT453562,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_2040,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,2010-04-23
MT453563,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_2059,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,2010-07-06
MT453564,Orthohantavirus puumalaense,"Binder,F., Ryll,R., Drewes,S., Jagdmann,S., Reil,D., Hiltbrunner,M., Rosenfeld,U.M., Imholt,C., Jacob,J., Heckel,G., Ulrich,R.G.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Diseases",,2021-05-07T00:00:00Z,KS10_2060,Orthohantavirus puumalaense,Orthohantavirus,1008,GenBank,partial,,,Germany: North Rhine-Westphalia,Germany,,Myodes glareolus,lung,2010-07-06
