"",,,,,,,,,
UP 12332,UPR 448,TM50794,17-May-17,Mastomys natalensis s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12337,UPR 451,"NHCPHE_MAM-7",18-May-17,Steatomys sp.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12338,UPR 452,TM50795,18-May-17,Mastomys natalensis s.l.,Limpopo,M,Ki,Neg,Neg
UP 12340,UPR 454,TM50797,18-May-17,Steatomys sp.,Limpopo,F,Ki,Neg,Neg
UP 12341,UPR 455,TM50798,18-May-17,Steatomys sp.,Limpopo,M,Ki,Neg,Neg
UP 12342,UPR 456,TM50799,18-May-17,Steatomys sp.,Limpopo,M,Ki,Neg,Neg
UP 12343,UPR 457,TM50800,18-May-17,Aethomys ineptus s.l.,Limpopo,M,Ki,Neg,Neg
UP 12344,UPR 458,TM50801,18-May-17,Mastomys natalensis s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12345,UPR 459,TM50802,18-May-17,Mastomys natalensis s.l.,Limpopo,F,Ki,Neg,Neg
UP 12346,UPR 460,TM50803,18-May-17,Saccostomus campestris,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12347,UPR 461,TM50804,18-May-17,Lemniscomys rosalia,Limpopo,F,Ki,Neg,Neg
UP 12348,UPR 462,TM50805,18-May-17,Mastomys natalensis s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12350,UPR 464,"Released; novoucher",18-May-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12351,UPR 465,"Released; novoucher",18-May-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12354,UPR 468,"Released; novoucher",18-May-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12356,UPR 470,"Released; novoucher",18-May-17,Aethomys ineptus s.l.,Limpopo,F,Fe,Neg,Neg
UP 12358,UPR 472,"Released; novoucher",18-May-17,Mastomys natalensis s.l.,Limpopo,F,Fe,Neg,Neg
UP 12360,UPR 474,"Released; novoucher",18-May-17,Mastomys natalensis s.l.,Limpopo,F,Fe,Neg,Neg
UP 12361,UPR 475,"Released; novoucher",18-May-17,Mastomys natalensis s.l.,Limpopo,F,Fe,Neg,Neg
UP 12362,UPR 476,"Released; novoucher",18-May-17,Steatomys sp.,Limpopo,M,Fe,Neg,Neg
UP 12363,UPR 477,"Released; novoucher",18-May-17,Steatomys sp.,Limpopo,M,Fe,Neg,Neg
UP 12365,UPR 478,"Released; novoucher",18-May-17,Aethomys ineptus s.l.,Limpopo,F,Fe,Neg,Neg
UP 12366,UPR 479,TM50806,18-May-17,Mus (Nannomys) sp.,Limpopo,F,Ki,Neg,Neg
UP 12367,UPR 480,TM50807,18-May-17,Mastomys natalensis s.l.,Limpopo,M,Ki,Neg,Neg
UP 12368,UPR 481,TM50808,19-May-17,Gerbilliscus leucogaster,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12369,UPR 482,"NHCPHE_MAM-8",19-May-17,Steatomys sp.,Limpopo,M,Ki,Neg,Neg
UP 12370,UPR 483,TM50809,19-May-17,Steatomys sp.,Limpopo,M,Ki,Neg,Neg
UP 12371,UPR 484,TM50810,19-May-17,Mastomys natalensis s.l.,Limpopo,M,Ki,Neg,Neg
UP 12373,UPR 486,"Released; novoucher",18-May-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12376,UPR 489,TM50716,18-May-17,Mastomys natalensis s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12377,UPR 490,"NHCPHE_MAM-9",19-May-17,"Mus (Nannomys)minutoides s.l.",Limpopo,M,Fe/ Ki,Neg,Neg
UP 12378,UPR 491,TM50811,18-May-17,Steatomys sp.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12379,UPR 492,"Released; novoucher",19-May-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12380,UPR 493,"NHCPHE_MAM-10",19-May-17,Aethomys ineptus,Limpopo,M,Ki,Neg,Neg
UP 12381,UPR 494,TM50812,19-May-17,Mastomys natalensis s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12382,UPR 495,"Released; novoucher",19-May-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12384,UPR 497,"Released; novoucher",19-May-17,Mus (Nannomys) sp.,Limpopo,M,Fe,Neg,Neg
UP 12384,UPR 500,TM50813,19-May-17,Aethomys ineptus s.l.,Limpopo,F,Ki,Neg,Neg
UP 12393,UPR 506,"Released; novoucher",29-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12395,UPR 508,TM50815,29-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12396,UPR 509,"Released; novoucher",29-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12397,UPR 510,"Released; novoucher",29-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12398,UPR 511,"Released; novoucher",29-Aug-17,Mus (Nannomys) sp.,Limpopo,M,Fe,Neg,Neg
UP 12399,UPR 512,"Released; novoucher",29-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12400,UPR 513,"Released; novoucher",29-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12403,UPR 514,"Released; novoucher",29-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12404,UPR 515,"Released; novoucher",29-Aug-17,Mastomys natalensis s.l.,Limpopo,F,Fe,Neg,Neg
UP 12405,UPR 516,"Released; novoucher",29-Aug-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12406,UPR 517,"Released; novoucher",29-Aug-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12409,UPR 518,"Released; novoucher",29-Aug-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12410,UPR 519,"Released; novoucher",29-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12414,UPR 521,TM50816,29-Aug-17,"Elephantulusbrachyrhynchus",Limpopo,F,Fe/ Ki,Neg,Neg
UP 12415,UPR 522,TM50817,29-Aug-17,Mastomys natalensis s.l.,Limpopo,F,Ki,Neg,Neg
UP 12416,UPR 523,TM50818,29-Aug-17,Mastomys natalensis s.l.,Limpopo,F,Ki,Neg,Neg
UP 12417,UPR 524,TM50819,29-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12418,UPR 525,"NHCPHE_MAM-13",29-Aug-17,Mastomys natalensis s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12419,UPR 526,TM50820,29-Aug-17,Mus (Nannomys) sp.,Limpopo,M,Ki,Neg,Neg
UP 12420,UPR 527,TM50821,29-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12421,UPR 528,TM50822,29-Aug-17,Mus (Nannomys) sp.,Limpopo,F,Ki,Neg,Neg
UP 12422,UPR 529,"Released; novoucher",29-Aug-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12423,UPR 530,"Released; novoucher",29-Aug-17,Aethomys sp.,Limpopo,M,Fe,Neg,Neg
UP 12425,UPR 531,"Released; novoucher",29-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12426,UPR 532,"Released; novoucher",29-Aug-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12428,UPR 533,"NHCPHE_MAM-11",29-Aug-17,Lemniscomys rosalia,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12429,UPR 534,"Released; novoucher",29-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12430,UPR 535,"Released; novoucher",29-Aug-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12434,UPR 537,TM50823,29-Aug-17,Aethomys ineptus s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12435,UPR 538,"NHCPHE_MAM-15",29-Aug-17,Aethomys ineptus,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12436,UPR 539,"Released; novoucher",29-Aug-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12437,UPR 540,"Released; novoucher",29-Aug-17,Saccostomus campestris,Limpopo,M,Fe,Neg,Neg
UP 12438,UPR 541,"Released; novoucher",29-Aug-17,Micaelamys namaquensis,Limpopo,M,Fe,Neg,Neg
UP 12440,UPR 542,"Released; novoucher",29-Aug-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12442,UPR 543,TM50824,29-Aug-17,Aethomys ineptus s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12443,UPR 544,TM50825,29-Aug-17,Lemniscomys rosalia,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12444,UPR 545,TM50826,30-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Ki,Neg,Neg
UP 12445,UPR 546,TM50827,30-Aug-17,Mastomys natalensis s.l.,Limpopo,F,Ki,Neg,Neg
UP 12446,UPR 547,"Released; novoucher",30-Aug-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12447,UPR 548,TM50828,30-Aug-17,Micaelamys namaquensis,Limpopo,F,Ki,Neg,Neg
UP 12448,UPR 549,"Released; novoucher",30-Aug-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12449,UPR 550,"Released; novoucher",30-Aug-17,Aethomys ineptus s.l.,Limpopo,F,Fe,Neg,Neg
UP 12450,UPR 551,"Released; novoucher",30-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12452,UPR 552,"Released; novoucher",30-Aug-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12453,UPR 553,"Released; novoucher",30-Aug-17,Aethomys ineptus s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12454,UPR 554,"Released; novoucher",30-Aug-17,Mus (Nannomys) sp.,Limpopo,-,Fe,Neg,Neg
UP 12455,UPR 555,"Released; novoucher",30-Aug-17,Mus (Nannomys) sp.,Limpopo,F,Fe,Neg,Neg
UP 12456,UPR 556,"Released; novoucher",30-Aug-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12458,UPR 557,TM50829,30-Aug-17,Mastomys natalensis s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12459,UPR 558,"Released; novoucher",30-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12460,UPR 559,"Released; novoucher",30-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12461,UPR 560,"Released; novoucher",30-Aug-17,Mus (Nannomys) sp.,Limpopo,F,Fe,Neg,Neg
UP 12462,UPR 561,"Released; novoucher",30-Aug-17,Mus (Nannomys) sp.,Limpopo,F,Fe,Neg,Neg
UP 12463,UPR 562,"Released; novoucher",30-Aug-17,Mus (Nannomys) sp.,Limpopo,M,Fe,Neg,Neg
UP 12464,UPR 563,"Released; novoucher",30-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12467,UPR 565,"Released; novoucher",30-Aug-17,Micaelamys namaquensis,Meletse,M,Fe,Neg,Neg
UP 12468,UPR 566,"Released; novoucher",30-Aug-17,Aethomys ineptus s.l.,Meletse,M,Fe,Neg,Neg
UP 12470,UPR 568,TM50830,31-Aug-17,Mus (Nannomys) sp.,Limpopo,F,Ki,Neg,Neg
UP 12471,UPR 569,TM50831,31-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Ki,Neg,Neg
UP 12472,UPR 570,"NHCPHE_MAM-2",31-Aug-17,Mus (Nannomys) sp..,Limpopo,F,Fe/ Ki,Pos,Neg
UP 12473,UPR 571,TM50832,31-Aug-17,Mus (Nannomys) sp.,Limpopo,F,Ki,Neg,Neg
UP 12474,UPR 572,TM50833,31-Aug-17,Aethomys ineptus s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12475,UPR 573,TM50834,31-Aug-17,Lemniscomys rosalia,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12476,UPR 574,"Released; novoucher",31-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12477,UPR 575,TM50835,31-Aug-17,Aethomys ineptus s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12478,UPR 576,"Released; novoucher",31-Aug-17,Mus (Nannomys) sp.,Limpopo,M,Fe,Neg,Neg
UP 12479,UPR 577,"Released; novoucher",31-Aug-17,Mus (Nannomys) sp.,Limpopo,F,Fe,Neg,Neg
UP 12480,UPR 578,"Released; novoucher",31-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12481,UPR 579,"Released; novoucher",31-Aug-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12483,UPR 581,"Released; novoucher",31-Aug-17,Mus (Nannomys) sp.,Limpopo,F,Fe,Neg,Neg
UP 12484,UPR 582,"Released; novoucher",31-Aug-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12485,UPR 583,"Released; novoucher",31-Aug-17,Mus (Nannomys) sp.,Limpopo,M,Fe,Neg,Neg
UP 12486,UPR 584,"Released; novoucher",29-Aug-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12487,UPR 585,"Released; novoucher",29-Aug-17,Mus (Nannomys) sp.,Limpopo,M,Fe,Neg,Neg
UP 12488,UPR 586,"Released; novoucher",29-Aug-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12489,UPR 587,"Released; novoucher",29-Aug-17,Aethomys ineptus s.l.,Limpopo,F,Fe,Neg,Neg
UP 12490,UPR 588,"Released; novoucher",29-Aug-17,Mus (Nannomys) sp.,Limpopo,M,Fe,Neg,Neg
UP 12491,UPR 589,"Released; novoucher",29-Aug-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12492,UPR 590,"Released; novoucher",29-Aug-17,Aethomys ineptus s.l.,Limpopo,F,Fe,Neg,Neg
UP 12493,UPR 591,"Released; novoucher",30-Aug-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12494,UPR 592,"Released; novoucher",30-Aug-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12495,UPR 593,"Released; novoucher",30-Aug-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12496,UPR 594,"Released; novoucher",30-Aug-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12497,UPR 595,"Released; novoucher",30-Aug-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12498,UPR 596,"Released; novoucher",30-Aug-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12499,UPR 597,"Released; novoucher",30-Aug-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12500,UPR 598,"Released; novoucher",30-Aug-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12501,UPR 599,"Released; novoucher",30-Aug-17,Aethomys ineptus s.l.,Limpopo,F,Fe,Neg,Neg
UP 12502,UPR 600,"Released; novoucher",30-Aug-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12503,UPR 601,"Released; novoucher",31-Aug-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12504,UPR 602,"Released; novoucher",31-Aug-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12505,UPR 603,"Released; novoucher",31-Aug-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12507,UPR 605,"Released; novoucher",31-Aug-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12508,UPR 606,"Released; novoucher",31-Aug-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12510,UPR 608,"Released; novoucher",31-Aug-17,Gerbilliscus leucogaster.,Limpopo,F,Fe,Neg,Neg
UP 12511,UPR 609,"Released; novoucher",31-Aug-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12512,UPR 610,"Released; novoucher",31-Aug-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12513,UPR 611,"Released; novoucher",31-Aug-17,Aethomys ineptus s.l.,Limpopo,F,Fe,Neg,Neg
UP 12514,UPR 612,"Released; novoucher",31-Aug-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12516,UPR 614,TM50836,21-Nov-17,Lemniscomys rosalia,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12517,UPR 615,"NHCPHE_MAM-25",21-Nov-17,Gerbilliscus leucogaster,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12518,UPR 616,"NHCPHE_MAM-26",21-Nov-17,Gerbilliscus leucogaster,Limpopo,M,Ki,Neg,Neg
UP 12519,UPR 617,TM50837,21-Nov-17,Mastomys natalensis s.l.,Limpopo,F,Ki,Neg,Neg
UP 12520,UPR 618,TM50838,21-Nov-17,Lemniscomys rosalia,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12521,UPR 619,"Released; novoucher",21-Nov-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12522,UPR 620,"Released; novoucher",21-Nov-17,Aethomys ineptus s.l.,Limpopo,F,Fe,Neg,Neg
UP 12523,UPR 621,"Released; novoucher",21-Nov-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12524,UPR 622,TM50549,21-Nov-17,Gerbilliscus leucogaster,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12525,UPR 623,"Released; novoucher",21-Nov-17,Mastomys natalensis s.l.,Limpopo,F,Fe,Neg,Neg
UP 12526,UPR 624,TM50550,21-Nov-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12527,UPR 625,"Released; novoucher",21-Nov-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12528,UPR 626,TM50839,21-Nov-17,Mus (Nannomys) sp.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12529,UPR 627,TM50840,21-Nov-17,Mus (Nannomys) sp.,Limpopo,M,Ki,Neg,Neg
UP 12530,UPR 628,TM50841,21-Nov-17,Mus (Nannomys) sp.,Limpopo,F,Ki,Neg,Neg
UP 12531,UPR 629,TM50842,21-Nov-17,Mus (Nannomys) sp.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12532,UPR 630,TM50843,21-Nov-17,Mus (Nannomys) sp.,Limpopo,F,Ki,Neg,Neg
UP 12534,UPR 632,TM50844,22-Nov-17,Mus (Nannomys) sp.,Limpopo,M,Ki,Neg,Neg
UP 12535,UPR 633,TM50845,22-Nov-17,Mus (Nannomys) sp.,Limpopo,-,Ki,Neg,Neg
UP 12536,UPR 634,TM50846,22-Nov-17,Mastomys natalensis s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12537,UPR 635,"Released; novoucher",22-Nov-17,Mus (Nannomys) sp.,Limpopo,M,Fe,Neg,Neg
UP 12538,UPR 636,TM50847,22-Nov-17,Lemniscomys rosalia,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12539,UPR 637,"Released; novoucher",22-Nov-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12540,UPR 638,"Released; novoucher",22-Nov-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12541,UPR 639,"Released; novoucher",22-Nov-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12542,UPR 640,"Released; novoucher",22-Nov-17,Aethomys ineptus s.l..,Limpopo,F,Fe,Neg,Neg
UP 12543,UPR 641,"Released; novoucher",22-Nov-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12544,UPR 642,"Released; novoucher",22-Nov-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12545,UPR 643,TM50848,23-Nov-17,Mus (Nannomys) sp.,Limpopo,-,Ki,Neg,Neg
UP 12546,UPR 644,TM50849,23-Nov-17,Mus (Nannomys) sp.,Limpopo,F,Ki,Neg,Neg
UP 12547,UPR 645,TM49277,23-Nov-17,Crocidura hirta,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12548,UPR 646,"Released; novoucher",23-Nov-17,Mus (Nannomys) sp.,Limpopo,M,Fe,Neg,Neg
UP 12549,UPR 647,TM50850,23-Nov-17,Mus (Nannomys) sp.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12550,UPR 648,"Released; novoucher",23-Nov-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12551,UPR 649,TM50851,23-Nov-17,Mastomys natalensis s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12552,UPR 650,"NHCPHE_MAM-14",23-Nov-17,Aethomys ineptus,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12554,UPR 652,"Released; novoucher",23-Nov-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12555,UPR 653,"Released; novoucher",23-Nov-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12556,UPR 654,TM50852,23-Nov-17,Aethomys/Micaelamys sp.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12557,UPR 655,TM50853,23-Nov-17,Mus (Nannomys) sp.,Limpopo,F,Ki,Neg,Neg
UP 12558,UPR 656,TM50715,23-Nov-17,Saccostomus campestris,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12559,UPR 657,TM50854,24-Nov-17,Mus (Nannomys) sp.,Limpopo,-,Ki,Neg,Neg
UP 12560,UPR 658,TM50855,24-Nov-17,Mastomys natalensis s.l.,Limpopo,M,Ki,Neg,Neg
UP 12561,UPR 659,"Released; novoucher",24-Nov-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12562,UPR 660,TM50856,24-Nov-17,Mus (Nannomys) sp.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12563,UPR 661,TM50857,24-Nov-17,Mastomys natalensis s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
